Sentence,Sentiment
Modiji govt wonderful programs; jaadu apka safai aapka-swach Bharat paisa apka account apka-jhan dhan body apka mat apka-yoga day beti apka responsibility apka-beti bachao beti padau mobile apka beti apka aur selfie be apka-save girl child program.. Amazing fekuji..,positive
acche din aa gye ............,positive
hiii modi jee kyai say ho aap hamarai bihar say aapko jada vott millai to bihar ko hi vull gyai hai pleace bihar ko taraki mai kijeeyai jaai say gujart ko tarrki mai kyahai,positive
Kabhi to indiya me raho modi ji kasmir hamara janam shid adikar he 67 sal kangres ne bevkuf banaya ap ko jitaya he ab visvas mat todana piliz sar jitni bhi galt dhara he kasmir me use hatao baki des to ham yowa chalahi lenge,negative
Aap ki tarah hi kisaan b hard work kar raha h lekin bachche plane m dikkat ho rahi h kisaano ko.,negative
Ham log apane aap ko bhagy sali samajte hai ki desh ko aap jaise PM mile jay hind,positive
desh aapko pakar dhanya hua the iron man,positive
sir m aapka chuta sa fan hu par kuch bhe kar sakta hu,positive
Kesi randi ka bacha ,negative
mujhe apna bussnies start Karen keep lite 5 lakes ki jarurat hai,neutral
apke aane se sir hamaredesh ko freedom mil gayi hai,positive
Ek bar Bihar ko bhi dakhie,neutral
modiji hamari ek gujaris hain ke hum ek sangsthan khulna chahati hain ke nij nij elakaomain sari lokoko help karna or iske liye help ki proyjon hain......,neutral
Puraa Vishwa aaj Bharat ki or dekh rahaa h ,positive
Bharatmata lovely son modi jaihoo,positive
kya hua apka wada woh kasam woh irada,negative
Kya ji modi ji mast lag rhe ho,positive
Home guard logo ki bhalaye karo pechele baad me bade bade kaam kerna.Chotta sa kaam kerdo pechele,positive
Bhus bhar 2. Ink daath milkar dushyon kaa,positive
Coro or kutto pr brosa mt kro,negative
Sir plz JHANSI ki bijli vyavstha thik Krane ki kripa kre dhnyevad.,neutral
sir aapne skill devlopment programe lunch kiye jisase karoro logo ko rojgar milega !!! thanks sir,neutral
Sir swach bharat mission ko gawon se shahro ki taraf lao Sir mission ki jinmedaari nagar nigam or parishd ko uttardaitav do Thanks,positive
Sabka sath sabka vikas...Gud,positive
Kyo modi ji bihar ke yua berojgar hi rhenge. Bihar ki gandi rajniti me sare yua piss rhe h,negative
P m sab Aap ips abitabh thakur ki madd kigiye ga,positive
Vikas ke liye govt ko kathor niym banana chahiye,neutral
dear prime minister job ke liye b kuch kriye sirf nitiya bnane se rojgar ki samsya hl nhi hogi,negative
Modi saab g  galla da krah bnayi jayoge k kuj kroge v..,negative
Sir ab bihar me lalu nitish ka supda saf kro,neutral
Ghar Ghar modi hi modi .Jaha logo ki soch khatm hoti hai modi Ji waha se sochana suru karte hai .,positive
Modi jorj aage bado ham tumhare sath hai jai Bharat....,positive
BJP ko lao beiapam karao phir mader ker aatam hatya batao,negative
Modi ji aap ka sv asakeam fail hai...,negative
Aapki skill scheme bhut achi helog kam krna sikhenge to km se km berojgar to ni rhenge....Thanks to pm for it,positive
Modi j jitna aap ki yojna greatest hai hum aap k sath hai sir j,positive
Desh ka vikas har koi petrol or diseal ke rate bda kar hi kyu krna chahta hai,negative
bikaner kb tur h. halat kharab h bikaner k . surdhna gav jane wali sadak ka bhi kbi chal ke dekho us sadak pe..,negative
india digital bana dena modi sarkar pm,positive
Thnx sir ji,positive
Kam me visvas karti hai bjp,positive
Today I am totally confuse........bcoz mai ATAL JI Ko best PM manta thaAb lagta hai Modi ji best PM of. BHARAT Bolna parega    jai jai ho,positive
Hum bhuke mur rahe hai sir,negative
danyavad bahi ji shubharatri ji,positive
Modi ji .....ye galat baat hai jo aapn 3 crore ka stage lagwa raha han ..... please think about it,positive
Mane ajtak kisi PM se ITI ke vikas ki bat nahi suni thi muze lagta hai ye ache dino ki survat ho gai hai,positive
Aadarniy pm ji aapke pas feuchar plan bahuthi aachha hai aapko salam.,positive
"BHARAT ""MODI"" ke Saath",positive
Great modi ji duja koi nhi aap jaisa,positive
mission acchha hai bas lagu sahi se ho,positive
Bhul jawo ki satna ka kuchh hoga,positive
Modi ji agar 10 sal pahle pm bane hote to aaj india ki tasbeer dusari hoti sayad india china ke barabar me hota.,positive
Ground par karo ye jyada Bakwaas karna band karo.....abhi tak logo ki life par koi fark nahi huwa. .......koi bhi plan ya policy ka ground par jakar feedback liya karo.....policy launch karne se ya paise dene se janta ka bhala nahi hota. ....kyuki middle me khane waale bahut hai.....,negative
Sir ji namo namoHumari muskile kab door hogiKaushambi ki light aur road ka sudhar pichle 10 year se nahi hua,positive
Modi ji aachi suruwat hai skill India program we heartly congratulated.,positive
Bahut achchhakarya aur bahut achchha Hamara sarkar,positive
Sir kabi Jammu Kashmir k ITI k haalat toh dekho koi staff nahi koi metrial nahi aur aap skill development ki baat karte ho,negative
Ati sundar sir sabse hatkar Vande~~~~~ sir,positive
agar modi ji 10 saal pahle pm bane hote to ham aaj 20 saal aage hote,positive
BJP youth ki skill niche video me dekhiye.,neutral
sir ji namskar  hamari (BJP) party ke kuchha netaon ne party ki chhavi ko badnam kar diya hai ese me unhain unke pado se hataya ja skta hai  jisase dusra koi bhi esa kaam na kare jai hind vandematarm,positive
sir hum apka sath hain,positive
Sir aap ghumne ke waza Jo bhi ho aap agar odisha ka electricity me sudhar layege to kuch acha hoga or Jo baat kiye the aap bo to kabhi nehi ho sakta bas electricity me sudhar dijiye bas,positive
Aap jaisa PM har desh ko milna chahiye jo apne desh ke future ke liye itni kadi mehnat karke aisi scheme launch kar rhe hai.AAPKO PRAMAAM HAI MERA PM JI.,positive
Sbi congresio se request h wo skill india mai addmission lekar kuch kaam seekh le.. khali baithe dimag khurapat krta h.. ghotale ko apni skill na samze.,positive
Skil india to tab hoga jab india rahega modi g. Kanhi seej fayar kahi isi. Naksal waad. Jai hind.,negative
Bhai jo apno se dur ho toh unka toh yahi ek zariya hai touch me rehne ka,positive
Then indeed with hardship comes ease. Indeed with hardship comes ease! ~Quran 94:5-6,neutral
kya baat h..manwa khush krr diye..,positive
Kash khuda unhe vo samaj do jo mazhab ka galat istmal karke ek ki jagah char char bibio se shadi karke aurat ki majburi ka faida uthate hai,positive
Uncle! Uncle! har chiz mein religion..religion..kaiko? :-) Quran ho..ya bible.. aap ache hona pata chalta hai..bas... ushme bhi..ye sab ghuser diya kaiko? :-D,positive
Ya allaha sab ko sahe rasta dikha,positive
paye kuppi puthe vichil,neutral
sarkar ko dub marna chahiye ki iss umar mein unhe kaam karna padta hai,negative
Respect to this Madam. No offence but Gujarat ko to kisi Mahapurush ne aisa change kr diya tha ki koi bhi insan slum me ni rehta.,positive
Jai jai garvi GUJARAT,positive
jai bajrang bali..,positive
aaj to bhakt bhaut khush hongey .,neutral
Ye batao 60 Saal main congress ne kya kiya ;),positive
Desh chodo pahaley yeh media ko change Karo ... !! ?,neutral
Bhai yeh sab har police station pe hona chahiya facebbok pe nahi..,negative
Wo sab toh theek hai .. But yeh green apple mojito k saath Ras malayi kisne mangayi ??,neutral
Doosro ka maar ke bana thaa doosro ka maarne ke chakkar me phasa....,negative
The Logical Indian Kuch bhi likhte ho .. ek bar soch bhi liya kro likhne se pehle,negative
Samsung galaxy Grand max 14000 Ka tha sale ke din 18000 Ka ho gaya  idr hum pagal nai behte hai sunlo company walon,negative
Damn thm invisible ninjas cuttin onions..,negative
i love u salman vai.i like i so much.khuda hamesha apki saath rahegi vai..,positive
Sale salman khan abki dekhna hai ki teri pic kaise hit hogi bina muslim ke sale tum log muslim per daag ho,negative
Kaheytey ho ki muslim fans pic nahi dekhey to bhi hit hogi,negative
Salman bhai 1 mulaqat zaroori Hai apse milnii kii lv u bro..,positive
salman itni problem mei bhi desh ki duty ker rhe hai so why not..,positive
Salman Khan bhai ap ko likes or comments km milte hain shah rukh khan ki nisbat,negative
hamara bhi kartavya hai clean bharat karana,positive
jai ho bharat ki,positive
salman khan app next film ki shooting agra city se karna plz sir,neutral
apun aap ka bahut bada se bada fen h,positive
i love salman sir.....dost na koi manjil he na koi sathi he fir bhi nikal pada udhar se sayad jis ki talash he wahi sathi he wahi manjil he......o o jane jana dhunde tujhe diwana........salman sir i love you,positive
abe majid se chapal chori nahi hoti jise jarurt hoti he wo lekar jata he,neutral
ram ram bhai salman,positive
Salman bhai aapke nagpur bb k promotion aane ka intezar hai,neutral
humara desh swach rahe ga tabhi humara india sab se uper hoga,positive
meko itna gussa araha hai vomit kardugi iske muh mai tabi sudarega kutt#,negative
bye sleeping bol de tere tak rahe muj toh bakwas lagta hai naam toh sunna hai bhut bar,negative
usse bol de keep distance wid me nonsense admi jo sirf apna kam banta rakhe,negative
hath mai hath rakhe baithe milo gye,positive
ja rahi hu ek bottle pani pine ab pandey ji khabardar jo issko kabi mere samne laye bhi,negative
tum kab jwab doge mujhe,neutral
meri jaan jo b km krti he vo nice hi hota he,positive
tum milna chahte hi nahi kya mujhse,neutral
Jaanma main bol rahi hu ki tum mere twits dekho :/,positive
maine kya galti ki hai mujhe kis bat ki sja de rahe ho tum,negative
kam hai khatm kar leti hun bad me bat karungi,neutral
Bollywood bhi swachch kara do wo to abhi bhi nanga hi hai...,negative
mai life me kya karna chahti hun tumse sadi karne ke alawa,positive
Han businesses women banna chahti hun tumhare chakkar me sab bhul gai hun ek tum ho jise shirf mai hi yad nahi hun,positive
Salman ji hey,positive
salman bhai jan,positive
tum q kar rahe ho aisa phone tak nahi karte kya hai ye,neutral
Kya yar hum Milne aaye or aap to mile hi nhi,neutral
Suna he ki ap actors log aam janta ko reply nahi karte aisa nahi karna chahiye,neutral
Salman khan Aapko Aap ka feyn .taranam q stail ma dakhna chahta hai .,neutral
salman sir aap kaise ho plz reply b de diya karo,neutral
super bajrangibhai jaan super hit movie,positive
Punjab mein Babbu maan aur bombay mein salman jaisa koi nhi hai .. In dono jaisa koi aur nhi paida ho sakta .. Salman bhai ek song Babbu maan ka to banta hai apki next movie mein,positive
Salman bhai agar aap ne apni movie mein Babbu maan ka song le liya to kam se kam 20 laakh fan ek din mein jyada ho jayenge,positive
Bohat khub Salman bhai,positive
Bhai ak bar haryana me aajao aapko bhut achi khani duga,positive
i sapourt u saloo bhai i hole u r bajrangi bhaijan it's going,positive
i love ur film joi ho bhai hope ur flim bajrangi bhaijan,positive
haha.... im selected... <3 mzaaa aa gya... umahhhhh bhai luvv uhh,positive
maine bol tum so jao mai subh mangalugi,neutral
ache se samjha ke chali gyi aur mai so gayi,neutral
thanx salman bhai..love u forever,positive
India no1 star salman bhai,positive
Bhai jan jindabad,positive
hi my cute bandar kha ho kya ho rha hai thik ho miss u sona miss u so much,positive
plz cal sallu bhai +8801719447771 bangladesh fan plz cal met u sallu bhai,neutral
hiii mai ok huiii :),neutral
Abe tu kutta hai be...teri movie flop hogi...dkhna tere kitne fan kam ho gaye...,negative
hmmm taliyao ki awaz abi se meko sunayii se rahi hai hall mai sab sirf ek hi baat bolte hai wah bhai wahi mai sharmake chupke se hasti hu aur love u dilse,positive
teri picture dekhne jao nah maja a aajaatah hai such iiiiiiii,positive
mai suchii boliii sab hall mai bhai bhai wah bhaiii hi bolte hai haste hai josh mai aate hai bhut maja aata hai,positive
Ek zaroori baat he k koi bhi musalmaan bhai salman khan ki (BAJRANGI BHAIJAAN) movie dekhne k liye naa jaae. Us harami ne musalmano ko challenge kiya hai k wo ...,negative
Abe tu ye sab kisse bat kar rhi hai yar,neutral
Sona last time tu jab ayi thi tab kitna kuch kiya bas ab 1 chij bach gya hai tu aa ja jaldi plzzzz,neutral
bhai koi photo jo aap ke dil ke karib ho,positive
Allah se dua hai ke teri film supper supper supper flap ho malon,negative
Main Hindu hu Bhai bajrang Bali bhi Hindu god hai gau mata ki Bali dete ho sir aur bajrangi banate ho,positive
Aap to supar hit ho aor aapki film supar hit hai,positive
meraa paarsal miila,neutral
Sacha bharat INDIA,positive
hlooo shalu bhai kya hal h,neutral
dil kahta h,neutral
muje pta he aap reply nhi kroge phir bhi apki film achi rhe and mey docter bnna chatha hu dua kro,neutral
:'( :'( :'( :'( :'( tum gande pati ho bhot gande I hate u I really hate u,negative
meri koi ijjat thodi hai,negative
Soch or bichar bhai ki tarah rahna chahiye,positive
kya baat hain,positive
Aap jaisa kimti mind sabke pas hona chiye issse bimari nai banti hai,positive
nich bhai g,positive
Meri akhri khosies h Ek br tujse sirf milna chate bs,positive
i love you salman sir...aap ki movie dekh raha hu abhi judawa ..,positive
Mera toilet bhi saf ker jana Salman Khan,negative
Realllllly loooovvv u salman,positive
Asli swachhta safai krne se hoti hai sir photo khinchwane se nhi,negative
SirAapne Jo musalmaano ke khilaaf statement diye wo galat he,negative
kiya kismat hai,neutral
Isko itna time knha hoga k aap sab ko comments par nazar daleHa ha ha ha ha ha,positive
Hum ko b tho chance dedo yaar salman,positive
salei suwar ka pilla .... mar jaa aishwarya ke moot mei doob ke ..cheeh Modi Aur Rss ka Nya Kutta,negative
Sir mat bolo sale ko harami hai wo muslman ke name par dhabba hai sala saitan,negative
Lv u bhai I cnt wait fst dy fst shw bhaiiiiiii,positive
kya karne wale ho kuch soche bhi ya koi phark nahi padta,neutral
Bhaiya me bhi kuch karna chata hu pliZz 1 chans me Bhai,neutral
Grt super star sallu bhai,positive
GREAT SALMAN BAI,positive
looking soo handsm???,positive
harami sala salman...,negative
Mera ko bhi ek chance de do bajrangi bhaijaan,neutral
teri movie flop ho jaye....,negative
Sale tum hrami ho moslim nahi tum saytan ho,negative
I love u salman khan ek bar apsa milna cahti hu ya mara sapna ha bas ek bar love u love u love u love u love u so mach salman khan,positive
Kamal karte ho yr bhai,neutral
Wow kya baat h itne comment maza aagya re baba re from khushi hasan nd my real name ruby hasan,positive
Kya ye abhiyan abhi bhi jaari h,neutral
Thik h bahi jaan ham ko bhul gye naa,negative
Hum bhi h raho me kl mene haji ali dargha pe salman bhaijan ko baijat bari hone ki duwa mangi,positive
hello sir aap online ataa ho pata b nai chalta kab ataa ho aur chale jaate ho :(,neutral
arey yo toh apna hi balak se,neutral
sem 2 u,neutral
Me Delhi se hu aapke security gourd se kaha na usne milne diya or n aaptak msg pahuchaya plz meet me,neutral
Bhar do jholi meri y Muhammad mujhko Salman sir. S milado jb tak aap bana d n bigri dr s n jao khli,positive
salman ke haters ko koi comment hi mat karo..tottaly ignored..great salman,positive
Bhar do jholi meri ya Muhammad mujhko salman sir. Se milado,positive
jabtak public nahi sudrega tabtak kuch nahi ho sakta.,negative
Salman sir. Me apse milna chahta hu plz mujhe apointment dijiye me realy aapse milna chahta hu plz,neutral
pls mane call karo pla pls,neutral
Salman sir. Mera aims pura kardo me aapse milna chahta hu mujh se mil lijiye,neutral
pls mane call karo,neutral
Sir aap mere lye mere roll model h ..mai aaapse hi inspire hokar aaj delhi police mai hu and logo ki help karta hu...kbhi aapse mila to vo mere lye bhagwan se milne k brabar hoga..,positive
mera bharat mahaan padhega India tabhi to aage badhega India,positive
plz Salman sir. Mujhe aapse milne ka moka den,neutral
Bhar do jholi meri ya Muhammad mujhko Salman bhai se milado,positive
Please Salman sir. Is garib ke lye bhi time nikalen aapse milne ka apointment den,neutral
Bhar do jholi meri ya Muhammad mujhe Salman bhai se milado ,positive
Salman sir. Aapki life ke 2 mint meri life anek mint me khushya la sakte he plz sir. Mil lijiye,positive
Salmaan sir bole or kaam na ho..sawal hi nhi ho skta...god sir Aap to sir..my god,positive
Ek rply to kar do salman g ... ab to dekho sab ko pta chal gya.... lakin aap ko kab pta chalega,neutral
Aap to yaar supr hiro ho,positive
I Iike and love u salman khan aur ha kya such me aap hamare comment padhte ho aap tv par bol rahe the mai sare comment padhta hu ya u hi fake rahe the bhai ??,positive
Apne aqirat ki fiqar karo wanha kon bachega sirf allha tobakarle nada,negative
apka fan ho bangladesh me plz cal sallu bhai met u +8801719447771 cal bhai,positive
Flop jaaigi movie teri....aehsan framosh..,negative
Mami papaa  aur bacha party aur Sab kaise hai,neutral
Kya socha hai shaadi k bare mai,neutral
Mai jaanti agar tumne use shaadi Ki to WO mujhe tum he kabhi baat tak karne nhi degi mujhe pata hai aaj usko Meri zarurart hai to WO mujhe itna importants deri,negative
Aur WO achi ladki hai,positive
koi aur pasand aagai ye ek jagah tik nahi sakte tum,negative
Bhaijan main aapka baut bada fan ho i love u bhaijan jabtak bhaijan he taptak main ho,positive
